title,company,city,salary,experience,education,tags,job_description,salary_low,salary_high,avg_salary_k,0-10k,10k-15k,15k-20k,20k-25k,25k+
python测试工程师,软通动力信息技术(集团)股份有限公司,上海,1-1.4万,1-3年,本科,车载测试,"岗位内容：（做过车载相关）
1. 编写、执行和维护自动化测试用例，确保软件产品质量。
2. 持续集成和部署测试工具的优化和拓展，提高测试效率。
3. 分析测试结果和产出测试报告，推动问题的跟进和解决。

任职要求：
1. 熟练掌握至少一门程序开发语言，例如Python、Java等。
2. 熟悉常见的自动化测试框架和工具，例如Selenium、TestNG等。
3. 具备良好的逻辑思维能力和自我驱动能力。",10.0,14.0,12.0,0.0,1.0,0.0,0.0,0.0
C/C++、Java、Scala、Python、JS等后端开发,外企德科数字技术有限公司,上海,1.7-3万·14薪,经验不限,本科,,"岗位职责：
1、负责业务体验产品相关产品研发，完成多个模块/组件的软件设计（含增量方式）、代码编写、单元测试、集成测试、静态检查、本地构成等工作，确保所负责模块可信、及时、高质量交付；
2、负责设计实施高可用部署架构，实现弹性扩缩容，秒级故障自动切换，限流降级等核心功能，保障大规模集群的高效稳定运行；
经验要求：
1、有开发经验，C/C++、Java、Scala、Python、JS等开发语言一种或多种；
2、熟悉分布式系统的设计和应用，熟悉高并发、高负载、高可用性系统的设计开发及调优，熟悉分布式缓存、消息、数据库等机制；
3、具有一定的技术架构思维，确保设计的技术方案、开发的代码有较高性能、质量保障、扩展性，前瞻性；
4、参与系统以提升效率为目的的整体的优化、改进，出现问题时能够通过较强的技术手段较好的解决问题。",17.0,30.0,23.5,0.0,0.0,0.2308,0.3846,0.3846
大模型方向Python开发,四川智服人力资源有限公司,上海,1.5-1.9万,1-3年,本科,"MySQL, Redis, 大模型, RAG, Python","1、基于大模型基础能力与算法优化，提升现有程序效果，协助完成新功能上线；
2、配合完成模型能力的业务场景适配，通过Prompt Engineering、检索、RAG等技术优化输出；
3、协助技术团队完成模型效果评估与迭代验证，输出优化方案及方向；
4、快速理解业务需求，将AI技术能力转化为可落地的功能模块
职位要求
1、计算机相关专业背景，3年以上Python开发经验；
2、了解大模型技术原理，熟悉常见数据结构；
3、掌握Prompt Engineering技巧及RAG技术落地经验，具备AI工程化能力；
4、熟悉Git协作流程，具备模块化编码能力，能编写清晰的技术文档；
5、强逻辑思维与问题分析能力，能够通过数据分析定位效果瓶颈并提出优化方案；
6、良好的沟通能力，能与算法、产品团队高效协作，有AI项目交付经验者优先。
加分项
参与过知识库问答、智能检索等AI项目开发；
熟悉FastAPI/Flask等接口开发，具备模型部署经验。",15.0,19.0,17.0,0.0,0.0,1.0,0.0,0.0
python开发（大厂项目/五险一金）,软通动力信息技术(集团)股份有限公司,上海,1-1.5万,1-3年,本科,C++,"岗位职责：
1. 参与文生图大模型数据能力构建，包括格式规整，清洗、打标、筛选、打包等事项；
2. 参与数据处理能力优化，包括但不限于美学模型、检测模型、视觉语言模型、数据分布分析等；
3. 参与数据分析探究，构建数据飞轮，基于RLHF完成数据整体质量持续提升；
4. 熟悉git操作及代码管理；
任职要求：
必备技能：
精通python，具备扎实的编程能力，熟悉多线程及性能优化技巧；
对代码质量有严格要求，具备良好的问题分析与调试能力。",10.0,15.0,12.5,0.0,1.0,0.0,0.0,0.0
"java，C/C++，js, python软件开发、测试",外企德科数字技术有限公司,上海,1.4-2.8万·14薪,经验不限,本科,"Java, Python, C语言, Web开发, 嵌入式开发, Linux开发, , , ","岗位地点：
北京，上海，南京， 杭州，深圳，东莞，长沙，武汉，西安，成都华研所
岗位： C/C++，java，JS，python、Go通用软件开发工程师，软件测试工程师，大数据开发，网络安全
各产品线各类语言开发岗位开放，只要你懂一门语言，就有合适的岗位!
工作：接触并开发核心业务代码，技术栈全面，技术牛人多，技术氛围好。
一、软件开发工程师
1. 热爱编程，熟悉掌握Java/C++/C/Python/Web开发等编程语言中的一种或多种编程语言，扎实的编程功底；
2. 具备良好的独立工作能力和解决问题能力，善于沟通，乐于合作，热衷新技术；
二、软件测试工程师：
1. 热爱编程，熟悉掌握C/C++/Java/Python等编程语言中的一种或多种编程语言，扎实的编程功底；
2.有web开发或测试经验、自动化开发或测试经验者优先。
3.熟练掌握系统测试、功能测试、专项测试、软件测试、韧性测试、安全测试方法中的一种或多种测试方法，有相关测试语言/脚本的编写和实践经验优先，也可接受纯测试经验的。
4.具备良好的独立工作能力和解决问题能力，善于沟通，乐于合作，热衷新技术；
三、算法工程师：
1、熟练掌握Java/C/C++/Python其中一个或多个编程语言，有扎实的编程功底；
2、熟悉机器学习、深度学习或图像算法。
公司福利：
1. 底薪+绩效+年终奖；
2. 缴纳社保及五险一金；
3.一年数次考评，薪资可上浮~",14.0,28.0,21.0,0.0,0.0714,0.3571,0.3571,0.2143
Python全栈开发,上海飞旗网络技术股份有限公司,上海,1.5-2.5万·13薪,1-3年,本科,"数据爬虫, Python","一、工作内容：
1. 主要负责后端开发工作；
2. 熟悉Python, Django，Django Rest Framework开发。
3. 了解数据爬取和反爬技术。
3. 提供不同场景需求的后端技术解决方案；
4. 充分了解需求，独立做任务细分和工作量评估，按时保质保量完成任务；
5. 现有系统的体验优化和规范化。
二、能力要求：
1、精通掌握Python语言全栈；
2、熟练掌握linux下常用操作；
3、了解docker、qemu等虚拟化技术；
4. 有较强的分析问题和解决问题的能力，追求卓越，团队意识强，能积极面对压力；
5. 能够独立完成后端性能优化，熟练使用调试工具，能独立分析、解决和归纳问题。
6.有相关工作经验和行业从业经验。
三、学历要求
本科以上

职位福利：五险一金、通讯补助、绩效奖金、交通补助、弹性工作",15.0,25.0,20.0,0.0,0.0,0.5,0.5,0.0
算法Python,北京耐思云科技有限公司,上海,1.5-2.2万·14薪,经验不限,本科,"大模型算法, 深度学习, 机器学习, Python, 自然语言处理, , ","岗位职责
1、负责人工智能项目的平台和算法交付，包括平台规划设计与实施、场景业务调研、方案设计、模型训练调优
2、跟进最新AI技术，团队内技术分享
3、对接、跟踪、解决客户需求。
任职要求：
1、985/211院校毕业，专业为数学、统计、计算机、电子、通信等计算机和数学相关者优先，优秀者可接受应届毕业生。
2、非985/211一本，具备1-3年AI相关工作经验，专业为数学、统计、计算机、电子、通信等计算机和数学相关者优先
3、非985/211本科，全国排名300以内的院校毕业，具备3年以上AI相关工作经验，专业为数学、统计、计算机、电子、通信等计算机和数学专业者优先
4. 熟悉Python、Docker、Linux等具有代码功底和实战能力；
5. 熟悉自然语言、计算机视觉、强化学习等人工智能相关算法，具备一定编程能力。
7. 有独立视觉或自然语言处理项目开发经验者优先。
8. 了解大模型（比如ChatGPT）者优先。
8．有良好的团队协作精神，具备一定的项目沟通及跟进能力、有较好的统筹规划能力、思路清晰、反应机敏。",15.0,22.0,18.5,0.0,0.0,0.7143,0.2857,0.0
C/C++/python/js/GO/测试（所有语言都有招聘）,外企德科数字技术有限公司,上海,1.3-2.6万·14薪,经验不限,本科,"C语言, Java, Python, 机器人开发, Web开发, 嵌入式开发, ","1、承担系统模块级的软件代码编写，单元测试，静态检查，本地构建等工作；
1、熟练掌握汇编/C/C++、java、ptyhon等一种主流开发语言优先，对CPU、操作系统、Linux驱动有一定的了解，有AI、并行化、嵌入式软件开发经验者优先；",13.0,26.0,19.5,0.0,0.1538,0.3846,0.3846,0.0769
Python全栈开发工程师,上海复微迅捷数字科技股份有限公司,上海,1.2-2.3万·13薪,3-5年,本科,"Sql, GO, JavaScript, Django, Flask, MySQL, Redis, ","岗位描述：
1、负责参与平台运维系统的开发，并保证其安全高效稳定的运行，提升质量及效率；
2、参与核⼼技术问题的攻关，架构设计，系统优化，解决项⽬开发过程中的技术难题；
3、持续优化系统架构，提⾼系统的容灾容错能⼒，保证系统的可运维、⾼可⽤性、⾼可靠性；
4、参与项目的需求分析和方案设计，撰写技术文档，对接测试和运维，确保项目的顺利进行。
任职要求：
1、Python语言全栈，熟练掌握Django、Flask等任一框架，并掌握Python Web系统全部开发流程；
2、熟练使用vue等主流前端框架参与开发，有移动端、企微开发经验更佳；
3、熟练掌握SQL，有NoSQL，及其它常见传统数据库使用经验；
4、熟练掌握Linux下常用操作，熟悉Docker、K8S使用，以及Web应用部署流程；
5、了解网络编程接口，如SSH、netconf、restful、gRPC、SNMP、Redis、socket、IPMI等；
6、具有设计、性能优化经验，良好的编码规范，熟悉常用算法和数据结构，熟悉网络编程、多线程编程技术；
7、强烈的责任心、良好的沟通和协调能力、勇于接受挑战，善于主动思考和自我驱动；
8、参与过数据可视化、数据分析、机器学习项目，有ECharts、pytorch等实际开发和使用经验者优先；
9、熟悉Spark、ES、Kafka、Kudu、hbase等分布式计算存储框架中的一种或多种者优先。",12.0,23.0,17.5,0.0,0.2727,0.4545,0.2727,0.0
python后端开发工程师(大模型AI经验/prompt）,四川智服人力资源有限公司,上海,1.5-1.9万,1-3年,本科,"Python, Flask, MySQL, PROMPT, AIGC","职位描述
1、负责与客户沟通，深入挖掘业务场景，结合大模型的优势完成基于智能体解决方案的设计
2、熟悉大模型应用相关技术(prompt编写、RAG、Agent，工作流编排等)，具备接口设计与开发能力
3、熟悉语言模型、多模态模型工作原理及使用流程，了解API服务封装及系统对接
4、掌握Python全流程开发能力，能独立完成数据处理、模型调用等技术实现
职位要求
1、本科及以上学历，有AI项目经验者优先
2、良好的逻辑思维，优秀的语言表达能力，有B端AI产品工作经验者优先
3、有较强的业务模型分析能力、沟通能力和文档编写能力
4、熟练掌握Python编程语言，具备接口开发经验
5、熟悉Flask/Django/FastAPI等框架中的至少一种
6、了解AIGC的前沿应用，有使用ds、chatgpt、glm、Qwen或相关产品经验者优先",15.0,19.0,17.0,0.0,0.0,1.0,0.0,0.0
Java/python/C++/C/前端JS/测试开发工程师,外企德科数字技术有限公司,上海,1.2-2.4万,经验不限,本科,"Java, C, JavaScript, 测试, 后端, 前端","Java/python/C++/C/GO/前端JS/测试开发工程师
（注：本岗位属于外派性质，介意勿扰~）
【任职要求】
1、统招本科及以上学历，计算机、软件、通信等相关专业优先；
2、热爱编程，基础扎实，熟悉掌握但不限于JAVA/C++/C/Python/JS/HTML/GO等其中一种编程语言，有良好的编程习惯；
3、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践；
4、熟悉软件开发流程，及常用的算法和数据结构。
【福利待遇】
试用期全薪，入职即缴纳五险一金（全额）
【工作地址】
西安、成都、杭州、武汉、深圳、南京、上海、北京、长沙、东莞等多地可选，支持远程视频面试
【岗位职责】
在这里，你将从事IT应用层软件、分布式云化软件、互联网软件等的设计开发，可以采用敏捷、Devops、开源等先进的软件设计开发模式，接触前沿的产品和软件技术，成为大容量高并发技术的专家；你将参与华为产品的软件研发工作，包括但不限于：
1、完成从客户需求到软件产品定义、架构设计、开发实现、再到上线运营维护等产品生命周期中的各个环节；
2、创造性解决产品在实现过程中的技术难题，应用前沿技术提升产品的核心竞争力，如分布式系统、性能调优、可靠性、数据库等；
3、有机会参与业界前沿技术研究和规划，参与开源社区运作，与全球专家一起工作、交流，构建华为在业界影响力。
【部门情况】
1、基于大数据、AI、物联网、边缘计算等技术，构建云平台技术底座，为数字平台注入前沿技术基因，保证平台技术栈持续更迭。
2、结合实际业务场景，技术服务业务，技术适配业务，技术提升业务；
3、部门是最早做数字化的部门、也是一个纯软件部门，主要业务：数字化办公、数字化生产、数字化交易、数字化运营等。目标是做中国的微软。",12.0,24.0,18.0,0.0,0.25,0.4167,0.3333,0.0
